edge,p_value
IGF1+MTOR,0.0018155023054596
ATG7+MTOR,0.0273757528659111
NRXN1+SYT7,0.043744450776779
SORCS1+SORT1,0.0107047007799615
IGF2R+SORT1,0.0385237525677652
AP4B1+SORT1,0.0050489828319021
NTSR1+SORT1,0.0133679432568159
PROC+A2M,0.0004700383726774
F2+A2M,0.020214803031253
APOA2+A2M,0.0421049366284552
ELANE+A2M,0.0004528139318532
ALDH3B2+COMT,5.602635433646478e-06
DRD1+COMT,0.0017147222877997
GPR37+SYVN1,0.0356881878371254
PICALM+CLINT1,0.0426928696055048
RPN1+EDEM3,0.0001225877900949
RAP1B+RAB5A,0.0003151976944942
USP6NL+RAB5A,0.0372804120267562
SORT1+SORCS1,0.0107047007799615
FOXRED1+NDUFS4,0.0066717204619532
NDUFA12+NDUFS4,0.0119755394294844
NDUFAF5+NDUFS4,0.0490272408110567
HLA-DQB2+CTSL,0.0245239275648212
VPS54+TGOLN2,0.0247487617510733
GOLGA1+TGOLN2,0.000477221447591
GOLGB1+TGOLN2,0.0104000895792016
LRP8+APP,0.018102995439224
MAPK8IP2+APP,0.0001350513895832
ARC+APP,1.8718743800183311e-06
PICALM+APP,3.390580685817191e-05
GOSR1+GORASP1,0.0010226772623216
COG1+GORASP1,0.0047377069316405
PLK1+GORASP1,0.0002038839595387
SEC31A+GORASP1,0.0054034817118933
ALG14+ALG2,6.445543801813935e-06
GOSR1+VAMP7,0.0025704937094878
USE1+VAMP7,4.463642493591155e-05
SNAP47+VAMP7,0.0014217906802099
SNAP29+VAMP8,0.0067466042298257
PI4KB+GBF1,0.0078451555511716
RNF126+BAG6,1.1589022747057588e-05
IGF2R+PACS1,0.0057459554476768
LRP8+CLU,0.0411099250347203
AP2A1+HGS,0.0060251891260323
EXOC8+RAB14,0.0165125669492782
PIP5KL1+OCRL,0.0022620709725459
ADRB2+AP2B1,0.000790902952527
UBQLN2+AP2B1,3.729330039866063e-06
EPS15L1+AP2B1,0.0339802569997201
CD74+CANX,0.0010849866266258
UGGT1+CANX,0.0163530699123397
DNAJC10+CANX,0.0035881166522291
AMFR+CANX,8.20664049710326e-05
SURF4+CANX,0.000147336126506
CD63+CANX,0.0054138423768988
PRSS57+CANX,0.0050355781080213
GOLGB1+GOLGA5,0.0179068100062465
SEC16B+STX5,0.0001948458656707
STX4+STX5,0.0383706453834009
SEC31A+STX5,0.0221738093870301
F2+CFTR,6.841251913269922e-06
PRKAR1B+CFTR,4.562287543726623e-05
BEST1+CFTR,0.0001248254730445
SLC26A8+CFTR,0.0368724623940296
BEST2+CFTR,0.0012104658320992
USP10+CFTR,0.0131340709450189
HIP1R+EPS15,4.675976734300321e-06
RAB28+EPS15,0.0013033044442585
SV2A+EPS15,0.0474930140548899
EPS15L1+EPS15,0.0277694226826212
M6PR+VPS53,0.0210700428357899
SNAP29+VPS53,0.0296233608770881
EXOC2+VPS53,0.001345882819374
COG3+VPS53,0.0071646905132774
VPS51+VPS53,0.0028675086752262
COG1+VPS53,0.0197539827423298
TRAPPC1+VPS53,0.0300515405525746
RAB6A+VPS53,0.0271939665757999
EXOC7+VPS53,0.0111755646628937
GOLGA4+VPS53,0.0493913988925385
COG2+VPS53,0.0366993125583304
RABEPK+VPS53,0.0185865741479627
VTI1A+VPS53,0.014847781233533
COG6+VPS53,0.0030767662056689
RIC1+VPS53,0.0081969715549314
STX10+VPS53,0.0236486478786216
GABARAPL1+LAMP1,0.0115144520287598
NCR1+LAMP1,0.0015730131363597
ZFYVE28+EGFR,0.0393480538280051
CDC25C+EGFR,0.0014524121077402
FGF3+EGFR,0.0466062639294059
EPS15L1+EGFR,0.0013127435978364
SYNGAP1+EGFR,0.0477629275782404
RAB36+COG2,0.0399892020332779
VPS53+COG2,0.0366993125583304
AGO2+HTT,0.00106303347905
CREB5+HTT,0.0014424663891761
ZDHHC13+HTT,0.0002273302125798
B3GALT4+HEXB,0.0038735293352198
RILPL1+RAB10,0.0169906900831574
DVL2+CSNK2A1,0.0294801574809609
CBX8+CSNK2A1,0.0113160626189262
GGA1+CSNK2A1,0.0030964972586109
PIK3R4+RAB7A,0.0109793105359016
STXBP1+RAB7A,0.0080930598180599
UBE2R2+UBE2J1,0.0155707967797942
GRIA4+AP2A2,0.0201795316191444
AP5Z1+AP2A2,0.0108520369040129
KCNQ5+AP2A2,0.0461054206954862
EPS15L1+AP2A2,0.0037080843707835
EIF2S3+TCP1,0.0009991563830312
RPLP0+TCP1,7.379802387167166e-05
ABCG5+ATP12A,0.0446525645638077
ACE+ATP12A,5.6878370804240706e-05
ABCA2+ATP12A,0.0366313369815071
HRH2+ATP12A,0.006873216209121
RAB6B+VPS39,0.0256005897891762
SEC16A+GOLPH3,0.0442446375135099
PI4KB+GOLPH3,0.0058490250279818
CANX+CD63,0.0054138423768988
MTOR+IGF1,0.0018155023054596
IRS2+IGF1,0.0046803525491983
CSTA+CTSV,7.120003009173264e-05
CERS2+ASGR1,0.0198473350923606
NODAL+FURIN,0.0059006111807738
F2+FURIN,0.0047159895967106
PROP1+FURIN,0.0004537851876209
MMP17+FURIN,0.0162251837351815
F7+FURIN,0.0103302598996685
COL25A1+FURIN,0.0156171087141915
IGF2R+VPS51,0.0165016721522604
VPS53+VPS51,0.0028675086752262
EP400+MYC,0.0135889781947434
FOXP3+CD44,5.8780837909676936e-08
DGKB+PLCB3,0.001986527232915
COG3+COG1,0.0165291755712874
VPS54+COG1,0.000205242457203
GORASP1+COG1,0.0047377069316405
VPS53+COG1,0.0197539827423298
DNAH1+PAFAH1B1,0.0303413193406093
SEC61B+STT3B,0.004928567349254
TMED10+STT3B,1.6257866836456314e-05
COPB2+STT3B,1.129649034346109e-07
MAGT1+STT3B,2.697255821822088e-07
AP3B1+AP4M1,0.0363401932220322
AP5Z1+AP4M1,0.0085935558331744
AP1S1+AP4M1,0.0215564043978146
SERPINH1+P4HB,9.274217934089104e-05
GTF3C3+BDP1,0.0088690574549111
POLR3A+BDP1,0.0112823189316756
CDK10+GALNS,0.0078591813765848
DLGAP4+CLSTN1,0.0095437315288242
PIK3C2A+CLTA,0.0076615357474486
EPN2+CLTA,0.00039414557814
FZD2+CLTA,0.0046950143821584
UBQLN2+CLTA,0.0002529778853565
SNX9+CLTA,7.691996831415188e-05
EPS15L1+CLTA,0.0186409398120379
COG1+COG3,0.0165291755712874
GOLGA1+COG3,7.61092166063927e-08
VPS53+COG3,0.0071646905132774
VPS52+COG3,0.0088963241068017
SNX6+BACE1,6.504661574733165e-06
GABARAPL1+OPTN,0.0481340914275064
CSNK2A1+GGA1,0.0030964972586109
IGF2R+GGA1,0.0004093660311064
CCDC91+GGA1,0.0073575100824326
CLTC+GGA1,0.000445689816407
ZFYVE28+EGF,0.0011843136683624
CTNNA1+EGF,0.0094897536641377
DDO+ACOX1,0.00024672044018
GFAP+PLIN2,0.0006901205066328
OSBP2+GAK,0.0004011057015811
DNM3+GAK,0.0281653419884869
DNM2+GAK,0.0028880498879804
AP1M1+GAK,0.0005474027917009
BACE1+SNX6,6.504661574733165e-06
RAF1+HSPA4,2.7337300588637768e-05
UBQLN2+HSPA4,0.000524112687268
CDC37L1+HSPA4,0.0006202255889097
BAG1+HSPA4,5.123222288321445e-09
PARD3+ATP6AP2,0.0148623190677265
DVL2+CLTC,0.0012640791599783
PIK3C2A+CLTC,0.0209191401111437
SCLT1+CLTC,0.0327697396916314
GGA1+CLTC,0.000445689816407
LRP1+HSP90B1,0.0017018505718517
PDIA4+HSP90B1,0.0193179698116021
CNPY3+HSP90B1,0.0043214407984395
WIPI2+ATG5,0.004689778283875
BNIP3+ATG5,0.0485474980649547
CANX+UGGT1,0.0163530699123397
PSMB1+UGGT1,0.0005956614534204
PSMB6+UGGT1,0.001228245380361
CALR+UGGT1,0.0138881685878721
VTI1A+GCC1,0.000507709156127
RAB9B+AGFG1,0.0008476138120804
CEP85+SASS6,0.006850260808601
CEP120+SASS6,0.0152995017174354
CETN1+SASS6,0.035231456763662
CEP63+SASS6,0.0380419601014118
CEP192+SASS6,0.0082219788313003
VTA1+TSG101,0.0030912343030515
SNAP47+VAMP3,0.0017625981455998
STX6+VPS52,0.0133690396055284
COG3+VPS52,0.0088963241068017
VPS54+VPS52,0.0007479568769263
RAB6B+VPS52,0.0080761895189117
COG5+VPS52,0.0378377725295391
RAB6A+VPS52,0.0050173526588265
SOAT1+VPS52,0.0019827758865084
GOLGA1+VPS52,0.0006346223626313
VTI1A+VPS52,0.0061101923397168
GNLY+PRF1,0.0020134584961902
GORAB+RAB6A,0.0039389631087536
GOLGA1+RAB6A,2.0580150811993745e-05
VPS53+RAB6A,0.0271939665757999
VPS52+RAB6A,0.0050173526588265
GOLGA2+RAB6A,0.0020587681375937
EPS15L1+AP2S1,0.0237648756893202
TUBB4A+FN1,1.1334158448752984e-05
PGF+FN1,0.0380948713178388
PARPBP+GNPTAB,0.0015970966890503
RPL18A+SEC61B,0.0035128916209543
STT3B+SEC61B,0.004928567349254
RPL27A+SEC61B,0.0099991524166459
FAM8A1+SEL1L,0.041810225207904
AMFR+SEL1L,2.0447361367628325e-05
RNF185+SEL1L,0.0027818947840526
ATP6V1B2+ATP6V0A2,0.0012343434846555
AGFG1+RAB9B,0.0008476138120804
RPS11+RPL6,0.0352986895642799
RPS3+RPL6,0.0050670864014528
RPLP2+RPL6,0.0351829416416501
RPL7+RPL6,0.0300508543885125
TMA16+RPL6,0.0276126263711651
WDR31+RPL6,1.8263897673197497e-06
RPS6+RPL6,0.016512695814787
RPL28+RPL6,0.0221153353830465
RPS15+RPL6,0.0016733491749549
APOB+PLG,9.24311362085438e-05
S100A10+PLG,0.0428260297677579
CPB1+PLG,1.3439747381856652e-05
ITGAM+PLG,0.0011437457155611
RINT1+VPS54,0.0081687391191308
COG1+VPS54,0.000205242457203
IGF2R+VPS54,0.015702235266713
TGOLN2+VPS54,0.0247487617510733
VPS52+VPS54,0.0007479568769263
MTOR+ATG7,0.0273757528659111
GAK+DNM2,0.0028880498879804
ARC+DNM2,0.001579191026
STX1B+NAPB,0.0101766567025222
GOSR1+NAPB,0.0240317553715048
LCN1+ALB,0.0359701033799223
STAT3+ALB,0.0101874389441128
TJP1+ALB,0.0211709013328036
APOA2+ALB,0.0002421335667223
PAEP+ALB,0.0060998635428837
ELANE+ALB,0.0054724907774888
RAF1+FLOT1,1.3902355792301929e-06
SLC6A3+FLOT1,0.0164753248672278
GRIA4+AP2A1,0.0149528787046821
AP5Z1+AP2A1,0.0101247629672431
HGS+AP2A1,0.0060251891260323
AP3M1+AP2A1,3.5857908244427397e-06
AP1G1+AP2A1,7.072838831750247e-05
EPS15L1+AP2A1,0.002386791945745
GAK+AP1M1,0.0005474027917009
AP4B1+AP1M1,0.0029959273122394
AP1G1+AP1M1,0.0019862084482502
EVPL+GOLGA4,0.0122313074924594
MACF1+GOLGA4,0.0023860478561977
VPS53+GOLGA4,0.0493913988925385
ACTL6B+ACTB,0.036005657721807
MYL2+ACTB,0.020519075971672
ITGA2B+ACTB,0.005738162620096
COPS4+ACTB,0.0024770568522872
RUVBL1+ACTB,0.0073676683547585
RUNX2+ACTB,0.0191022319282762
EP400+ACTB,0.0051687517081655
TFPT+ACTB,0.0160568913994347
GPS1+ACTB,0.0120580508353854
CHEK1+ACTB,0.0075165860763379
PRKCZ+SQSTM1,0.0025667979460689
PKD2+TRPC4,0.0299581625415746
VAT1L+SCYL2,0.0008123771841931
SURF4+SARAF,0.004388979378418
TUBB1+CTSZ,0.0384773605432898
FRS3+TFEB,0.0002688911521491
AP5M1+AP1G1,0.0324631311474173
BBS7+AP1G1,2.506083539506022e-05
AP2A1+AP1G1,7.072838831750247e-05
AP1M1+AP1G1,0.0019862084482502
COMMD5+VPS29,0.0001011847781847
DVL2+RAB35,0.0003027800941255
TBC1D10A+RAB35,0.0003042285729754
SLC6A3+FLOT2,0.0364990130913197
RINT1+RAB1A,0.0001351691804667
RAB6B+RAB1A,0.0146519446507762
PLK1+RAB1A,3.608026098056094e-05
STXBP1+RAB1A,0.0154331349130539
TRAPPC4+RAB1A,0.0031784955564387
LAMP1+GABARAPL1,0.0115144520287598
PIK3R4+GABARAPL1,0.0184545969771312
OPTN+GABARAPL1,0.0481340914275064
COG3+GOLGA1,7.61092166063927e-08
RAB6A+GOLGA1,2.0580150811993745e-05
GOLGB1+GOLGA1,1.882853924910347e-05
TGOLN2+GOLGA1,0.000477221447591
VPS52+GOLGA1,0.0006346223626313
MPI+GUSB,0.0002444324953926
RAF1+HSPA8,3.519408474711455e-05
HSPA12B+HSPA8,5.569068290220365e-05
RPS19BP1+HSPA8,0.0054861540101416
STXBP1+HSPA8,0.0169887636465603
FKBP5+HSPA8,0.0029274358043395
RAF1+ARRB1,2.9131725417821453e-06
NTSR1+ARRB1,0.0053682352256444
AGTR2+ARRB1,0.0193419349652278
IL2+STAM,0.0408120765352581
EXOC2+STX4,0.0030975818556054
STX5+STX4,0.0383706453834009
VPS52+STX6,0.0133690396055284
PRKCQ+CD3D,0.0205583557881522
GRAP2+CD3D,0.0383716074825432
UGGT1+CALR,0.0138881685878721
HNRNPR+CALR,2.074320967950579e-05
IL2RB+CD8A,0.0368129808281537
GNLY+CD8A,0.0111554655582971
CD80+CD8A,0.0105509667599405
FASLG+CD8A,0.0001640013841701
GATA3+CD8A,0.0024078910709831
NEU2+ARSA,0.0103098177759698
NEU4+ARSA,0.0099057142101638
SPAM1+ARSA,0.0118017306385231
ATP6V1A+TCIRG1,0.0489021745581879
CLCN7+TCIRG1,6.530913125264612e-06
HSP90B1+CNPY3,0.0043214407984395
LRP8+AGRN,0.0028049490761744
LAMA1+AGRN,0.0132068859366121
RAB6A+GOLGA2,0.0020587681375937
SEC22A+LMAN2L,0.0042327717388392
WNT3A+IGFBP4,9.489440952368688e-05
SERPINE2+SNX27,0.0005743842994177
GFAP+LAMP2,0.0090937525150191
UBXN7+VCP,0.0039694875839498
UBQLN2+VCP,0.0005775614476427
LTN1+VCP,0.003606464275182
EIF3G+GTPBP4,0.0018957480841922
RPL3L+GTPBP4,0.0063185407166704
ZNF622+GTPBP4,3.381862909338925e-05
DDX21+GTPBP4,0.0143300471166192
PES1+GTPBP4,0.0014322933724956
EIF3B+GTPBP4,5.297364899071107e-07
PDCD11+GTPBP4,0.0012650053938988
WDR46+GTPBP4,0.000179187156193
FTSJ3+GTPBP4,0.0014353482875497
TRPV3+TRPC5,0.0202517741418989
TRPC1+TRPC5,4.51054673573923e-06
LRFN5+RABEPK,0.0030607255170009
VPS53+RABEPK,0.0185865741479627
ACTA1+WAS,0.0242808740324443
KLK4+SERPINA1,0.0053127951940196
CANX+AMFR,8.20664049710326e-05
USP13+AMFR,0.000939418134948
UBXN4+AMFR,0.0458732533469158
NGLY1+AMFR,0.0040429052870558
HSPA5+AMFR,1.703356729282016e-05
SEL1L+AMFR,2.0447361367628325e-05
UBE2G2+AMFR,0.0096267812683513
INSIG1+AMFR,0.0003090367916939
RAD23B+AMFR,0.0045825847726618
UBL4A+AMFR,0.0002193498696909
HERPUD1+AMFR,1.8275499491013864e-06
GOLGA5+GOLGB1,0.0179068100062465
POLQ+GOLGB1,0.0233922198661673
GOLGA1+GOLGB1,1.882853924910347e-05
TGOLN2+GOLGB1,0.0104000895792016
STAT3+PDIA3,0.0225394588861443
ERP27+PDIA3,0.0002142069499575
SNAP47+YKT6,0.0083525018715211
RPS3+RPL37A,0.009426127996761
MRPL11+RPL37A,1.290827758591167e-05
ZNF622+RPL37A,0.0069248657942693
LYAR+RPL37A,0.0331634721628615
GSPT1+RPL37A,0.0027301159215328
RPL23+RPL37A,0.0107735752930013
RPS15+RPL37A,0.0013931242420228
AP4M1+AP1S1,0.0215564043978146
NLRX1+BECN1,0.0132680370842755
PRKAG3+BECN1,0.0107953039996265
VPS53+STX10,0.0236486478786216
GLB1L+SGSH,0.0003274403672365
HSP90B1+LRP1,0.0017018505718517
APOA2+LRP1,0.00495496808498
MBL2+LRP1,0.012319446657575
SERPINE2+LRP1,1.2935660985104426e-09
RPL37+STT3A,0.0103765176676729
CANX+DNAJC10,0.0035881166522291
HEPACAM+CAV1,0.0090809607479673
CAV3+CAV1,0.0020976902608028
ATP1A4+CAV1,0.0416195838273554
CAMK2B+CAV1,0.001901974164845
KCNN3+CAV1,0.0214746088856567
PRSS57+CAV1,0.0014546503575411
FAM131B+CLCN6,0.0009898526925938
PMS2+MSH4,0.0042204783317281
VBP1+MSH4,0.0154284255257256
KCNA2+SIGMAR1,0.030520355725317
FA2H+CYB5R4,0.0083194639360587
SPAG17+CYB5R4,0.0156211162429217
INSL3+CYP11A1,0.0342687618951021
DCT+SLC45A2,0.0010234267175872
SLC24A4+SLC45A2,0.0470799844371714
TAB1+MAPK11,0.018811065166569
DUSP3+MAPK11,0.0324107406310184
CBX4+MAPK11,0.0152277499146642
SCMH1+MAPK11,0.0001476598714301
SP1+MAPK11,0.0135466335539312
TAB2+MAPK11,0.0005792160952124
GBX1+SOHLH1,0.0149902843913898
TM9SF4+SLC35B1,3.580294747999495e-05
GSTA5+CYP2A13,0.0091152363847209
PDRG1+VBP1,0.0139032129064543
MSH4+VBP1,0.0154284255257256
GRHL1+RXRA,0.0091970308274261
FABP6+RXRA,0.016262886064636
FAM120B+RXRA,3.0406252056302893e-05
TXNDC2+TXNRD1,2.034858772638143e-05
SNTA1+SCN4B,0.0324857568275575
ANK2+SCN4B,0.015810311867905
PDGFRB+FGF8,0.0005212747349181
MAPK3+FGF8,0.003426184494213
WNT3A+FGF8,0.0017483559426883
EN2+FGF8,0.0034438133435466
FGFR3+FGF8,0.0038279718556897
OTX2+FGF8,0.0096956877618458
NRAS+FGF8,0.0144967895385216
PAX2+FGF8,0.0038330353057218
TEK+FGF8,0.0006549788201535
KL+FGF8,0.035379045371072
FGFR1+FGF8,0.0483948362655336
APOA2+TTR,0.0097394986075596
FADD+TNFRSF10B,8.024553457470638e-08
DCAF7+ZNF703,0.0162276410873257
CYP26B1+CYP2S1,0.0038207189128042
GSTA3+CYP2S1,0.0008520619968793
FGF17+KIT,0.0022660756788239
MATK+KIT,1.260683534569515e-05
SH2B2+KIT,7.238036933752505e-05
CCDC125+CCDC113,2.390515424479851e-06
NKD1+PPP4R4,0.0174271073409393
WDR82+PPP4R4,4.193766307435689e-05
PPP4R2+PPP4R4,0.0002165509151025
PPP3CB+PPP4R4,0.000405287500931
PPP4R1+PPP4R4,0.0024753039860037
CNGB1+CNGA4,0.0008530398661258
CNGA2+CNGA4,1.360210373395462e-05
CAV3+KCNA4,0.0247517023253276
DLG1+KCNA4,0.0001468367334604
KCNAB2+KCNA4,0.0448415717168384
KCNIP4+KCNA4,0.0031863201038878
KCNH6+KCNA4,2.574143786034774e-06
HBEGF+ESR1,0.0004423517516171
NR3C1+ESR1,0.0160182821355242
STRN+ESR1,0.0288977893607514
PIK3CA+ESR1,0.0011899168293376
GPAM+ESR1,0.0140217917090594
SKP2+ESR1,0.0230581435409513
NCOA5+ESR1,0.0001761508199557
MED1+ESR1,0.0114572035143836
PELP1+ESR1,0.0099938605106138
TAB2+ESR1,0.0095504323645343
POU2F1+ESR1,0.0002056407654823
RUNX2+ESR1,0.0190644060987699
NCOA6+ESR1,0.0054710919466449
SHBG+ESR1,0.005843984563989
CREB1+ESR1,0.0447677542733456
DROSHA+ESR1,0.004812866255335
ZDHHC7+ESR1,0.0005764828935309
SLC24A5+EDAR,2.7427263365477023e-05
PAX9+EDAR,9.781085608700706e-06
TAF5L+TAF7L,3.8720572699428186e-05
TAF1+TAF7L,0.0142112296087928
GRIA4+CACNG5,0.0098618542878229
GRIA3+CACNG5,0.0434922290855402
CNGB1+CNGA2,0.0123273937006306
CNGA4+CNGA2,1.360210373395462e-05
BEST2+CNGA2,0.0128537298816034
WDR48+USP26,0.0172433003549263
AMHR2+FOXL2,0.0374699860328091
DDX20+FOXL2,1.2264046171499292e-05
PRX+EGR2,0.0022946654857703
ALDH3B2+ADH5,4.9274628833468446e-08
UGT2B4+ADH5,2.422075811149155e-06
ENO3+ADH5,0.0137939782953364
GAR1+PRPF19,0.0269140829907057
SF3B4+PRPF19,0.0016836124974692
SF3B2+PRPF19,0.0004100875365933
TCF4+MESP2,0.0034784167845128
GAPDH+ENO4,0.0021992997048068
TPI1+ENO4,0.0019896685697591
TKTL2+ENO4,0.0067556389008433
PCK1+ENO4,0.0072934325738199
PKM+ENO4,0.0025015011916253
TALDO1+ENO4,0.0046438473751466
MDH2+ENO4,0.001394645667491
TKTL1+ENO4,0.0006682479503715
PGK1+ENO4,0.0020408511784678
ALDOB+ENO4,0.0017091396971507
PFKP+ENO4,0.0036783012166239
DROSHA+TBX1,0.0054295920806677
LEFTY2+POU5F1,0.0026584903722064
SCML2+CBX2,0.0069729858951483
DNMT3A+CBX2,0.0168018841210158
CBX8+CBX2,0.0067927745318033
CBX4+CBX2,0.0391979408246993
EZH1+CBX2,0.0164702284098521
CASP8AP2+CBX2,0.0124867146377353
TRDMT1+DNMT3L,0.013750245196866
TCIRG1+CLCN7,6.530913125264612e-06
TBX3+MSX2,0.0029369652600522
JUND+CREB5,0.0398291103377732
TAF4+CREB5,0.0481923893785008
ATF4+CREB5,0.0444461338175831
CREB3+CREB5,0.0249715203468674
HTT+CREB5,0.0014424663891761
ADH5+UGT2B4,2.422075811149155e-06
SLC35A2+UGT2B4,0.015218297120385
PDGFRB+FGF3,0.0009930744548124
MAPK3+FGF3,0.0017356690409324
EGFR+FGF3,0.0466062639294059
NRAS+FGF3,0.014206909253495
TEK+FGF3,0.0006102333401585
KL+FGF3,0.0280859566947042
TFAP2C+FOXA1,0.0010343597088257
HNF4A+FOXA1,0.0015070984794181
GATA3+FOXA1,0.0013915594051974
HNF4G+FOXA1,0.0020709114465814
AGR2+FOXA1,0.0049107316739626
TFF3+FOXA1,0.0258726896465852
TLE3+FOXA1,0.0078696290955913
KBTBD3+ALKBH8,0.0114069091603502
RAF1+PPARG,0.0016668021314111
DCC+SLIT2,0.0155152461962775
TGFBR2+TGFB2,1.588038516396998e-06
CTNNA1+FGFR1,1.5867606299258617e-05
FGF8+FGFR1,0.0483948362655336
GRB2+FGFR1,0.0001991209476465
UBC+FGFR1,0.0370113860917652
RUVBL1+PFDN2,0.0038301473717992
ISL1+SHH,0.0021807285127058
CCNB1+SHH,0.0424481030963859
ATOH1+SHH,0.0283769508451626
FGF13+SHH,0.0211399995962493
SUFU+SHH,0.0489087753830539
SPATA7+LRAT,0.008776981945603
HSD17B6+LRAT,0.0497759399586949
SP1+ESR2,0.0375183889217349
GNG2+ESR2,0.0082532045531181
GNAS+ESR2,5.536606713955514e-05
HSP90AB1+ESR2,0.0123101961824938
CACNA1I+ESR2,0.0408198745243048
PTPRA+INSR,2.547172484760023e-07
GRB2+INSR,0.0004975682079612
KIF17+PIWIL1,0.0342976495627616
SND1+PIWIL1,0.0144416637141562
HENMT1+PIWIL1,7.496053903447942e-05
RPL19+ZNF622,0.0060598335499464
RPL37+ZNF622,0.0054600408086286
RPL10L+ZNF622,0.0056366459082129
RPL13+ZNF622,0.0061333586302344
RPL3+ZNF622,0.006184970704648
RPL27A+ZNF622,0.0050756432731753
RPL21+ZNF622,0.0034942696106237
GTPBP4+ZNF622,3.381862909338925e-05
RPL10A+ZNF622,0.0059767503077544
RPL11+ZNF622,0.0060232388537718
RPL24+ZNF622,0.0061152958529228
RPL34+ZNF622,0.0057724378156476
RPL9+ZNF622,0.0056529112685301
RPL37A+ZNF622,0.0069248657942693
STS+HSD3B1,0.0001676514115753
HOXD1+HOXB1,0.000504913991193
CKM+ENO3,0.0277179236873087
GAPDH+ENO3,0.024630281330628
TPI1+ENO3,0.0248460611778279
ENO1+ENO3,0.0274782111505928
PFKL+ENO3,0.0289605878169437
TKTL2+ENO3,0.0249162200703626
ADH5+ENO3,0.0137939782953364
PCK1+ENO3,0.0236661770884203
EEF1A1+ENO3,0.0247433133114769
TKTL1+ENO3,0.0248205012735175
PGM1+ENO3,0.0224673094780449
PGK1+ENO3,0.0254579730764687
ALDOB+ENO3,0.0243797940686434
GPI+ENO3,0.0289142615787895
DERA+ENO3,0.021305678388105
TAGLN+ENO3,0.0201055330467801
LDHA+ENO3,0.0225499294030925
EXOC8+EXOC6B,0.0142444448060702
TBXA2R+HADHA,0.0002555137850821
SOST+SP7,0.0359609805171526
RUNX2+SP7,0.0203011463481639
NFATC1+SP7,0.0030661069053308
NDUFS4+NDUFAF5,0.0490272408110567
ACAD9+NDUFAF5,0.0083743396343647
HOXA1+HOXD1,0.0030538871957923
HOXB1+HOXD1,0.000504913991193
SMAD1+BMP7,0.0373656461622427
CYP26B1+CYP3A5,0.0002447070485083
CYP26B1+CYP2B6,0.0397793037439705
CYP2J2+CYP2B6,0.0254043665808752
DBF4B+ADAM11,0.0019147227798767
GNB1L+ZDHHC8,0.0466821758263238
PTGIR+PTGIS,0.0044483630042957
